BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;M2060;0.97;;;
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;MAUT;0.14;;;
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N2200;0.5;;;
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N2300;0.33;;;
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N2400;0.9;;;
NEUROCHIR_P;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;NAUT;2.62;;;
NEUROCHIR_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M2060;5.02;;;1
NEUROCHIR_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2200;14.56;;;
NEUROCHIR_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;17.3;;;
NEUROCHIR_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;18.06;;;
NEUROCHIR_P;2024;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;M2060;;1;0;0
NEUROCHIR_P;2024;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;N2300;0.2;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;M1120;1;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;M2060;4.55;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;MAUT;0.15;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;N2200;14.43;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;N2400;0.13;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;N2500;9.38;;;
NEUROCHIR_P;2024;130780521;APHM HOPITAL NORD;130786049;NAUT;4;;;
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;M2060;4.44;;0;1
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;MAUT;0.1;;;
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;N2200;33.97;;;
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;N2500;26.07;;;
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;N4000;0.44;;;
NEUROCHIR_P;2024;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;6.16;;;
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M103X;;13;0;
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1120;;8;1;1
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;;9;0;1
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;;9;0;1
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2060;;13;0;1
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;21.54;;;
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2400;;3;;
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2500;17.99;;;
NEUROCHIR_P;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;9.5;;;
NEUROCHIR_P;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M2060;1.55;;;
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;M1120;;;0;1
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;M1160;1.61;;0;1
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;M1160;1.61;;0;0
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;M2060;6.84;;1;1
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;N2200;23.81;;;
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;N2500;29.81;;;
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;N4000;12.7;;;
NEUROCHIR_P;2024;140000209;CHU CAEN;140000100;NAUT;13.93;;;
NEUROCHIR_P;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1120;;;0;1
NEUROCHIR_P;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1140;;;0;1
