BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST
DIALYSE_P;2024;010000024;CH DE FLEYRIAT;010780054;M1110;4.77;;0;1
DIALYSE_P;2024;010000024;CH DE FLEYRIAT;010780054;N2500;9.16;;;
DIALYSE_P;2024;010000024;CH DE FLEYRIAT;010780054;NAUT;6.68;;;
DIALYSE_P;2024;010000024;CH DE FLEYRIAT;010780054;NCINF;19.85;;;
DIALYSE_P;2024;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;M1110;0.41;;0;1
DIALYSE_P;2024;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;NAUT;0.19;1;;
DIALYSE_P;2024;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;NCINF;6.73;;;
DIALYSE_P;2024;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;M1110;0.04;;0;0
DIALYSE_P;2024;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;N4100;0.06;;;
DIALYSE_P;2024;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;NAUT;0.08;;;
DIALYSE_P;2024;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;NCINF;0.99;;;
DIALYSE_P;2024;010780294;NEPHROCARE CH BELLEY;690000278;M1110;0.8;1;;
DIALYSE_P;2024;010780294;NEPHROCARE CH BELLEY;690000278;N2500;3.74;;;
DIALYSE_P;2024;010780294;NEPHROCARE CH BELLEY;690000278;N4100;0.55;;;
DIALYSE_P;2024;010780294;NEPHROCARE CH BELLEY;690000278;NAUT;1.71;;;
DIALYSE_P;2024;010780294;NEPHROCARE CH BELLEY;690000278;NCINF;14.95;;;
DIALYSE_P;2024;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;M1110;1.46;;0;0
DIALYSE_P;2024;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;N4100;0.85;;;
DIALYSE_P;2024;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;NAUT;1.71;;;
DIALYSE_P;2024;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;NCINF;20.81;;;
DIALYSE_P;2024;020000162;CH SAINT-QUENTIN;020000063;M1110;3.5;0;0;1
DIALYSE_P;2024;020000162;CH SAINT-QUENTIN;020000063;N4100;0.67;0;;
DIALYSE_P;2024;020000162;CH SAINT-QUENTIN;020000063;NAUT;8.44;0;;
DIALYSE_P;2024;020000162;CH SAINT-QUENTIN;020000063;NCINF;36.27;0;;
DIALYSE_P;2024;020000394;CH LAON;020000253;M1110;3.59;;0;1
DIALYSE_P;2024;020000394;CH LAON;020000253;N2500;3.1;;;
DIALYSE_P;2024;020000394;CH LAON;020000253;NAUT;5.25;;;
DIALYSE_P;2024;020000394;CH LAON;020000253;NCINF;12;;;
DIALYSE_P;2024;020000519;CH SOISSONS;020000261;N2500;1.7;;;
DIALYSE_P;2024;020000519;CH SOISSONS;020000261;NAUT;4.02;;;
DIALYSE_P;2024;020000519;CH SOISSONS;020000261;NCINF;24.48;;;
DIALYSE_P;2024;030000061;CH DE MOULINS;030780092;M1110;1.4;;0;1
DIALYSE_P;2024;030000061;CH DE MOULINS;030780092;N2500;5.6;;;
DIALYSE_P;2024;030000061;CH DE MOULINS;030780092;NAUT;1;;;
DIALYSE_P;2024;030000061;CH DE MOULINS;030780092;NCINF;15.97;;;
DIALYSE_P;2024;030000079;CH DE MONTLUCON;030780100;M1110;2.93;;;1
DIALYSE_P;2024;030000079;CH DE MONTLUCON;030780100;N2500;7.02;;;
DIALYSE_P;2024;030000079;CH DE MONTLUCON;030780100;NAUT;2.55;;;
DIALYSE_P;2024;030000079;CH DE MONTLUCON;030780100;NCINF;9.57;;;
DIALYSE_P;2024;030000087;CH JACQUES LACARIN VICHY;030780118;M1110;6.53;;0;1
DIALYSE_P;2024;030000087;CH JACQUES LACARIN VICHY;030780118;N2500;5.05;;;
DIALYSE_P;2024;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;4.19;;;
DIALYSE_P;2024;030000087;CH JACQUES LACARIN VICHY;030780118;NCINF;17.94;;;
DIALYSE_P;2024;030003669;AURA SANTE MONTLUCON;630000990;M1110;1.65;;0;0
DIALYSE_P;2024;030003669;AURA SANTE MONTLUCON;630000990;N4100;0.41;;;
DIALYSE_P;2024;030003669;AURA SANTE MONTLUCON;630000990;NAUT;2.5;;;
DIALYSE_P;2024;030003669;AURA SANTE MONTLUCON;630000990;NCINF;9.94;;;
DIALYSE_P;2024;030003719;AURA SANTE MOULINS;630000990;M1110;1.21;;0;0
DIALYSE_P;2024;030003719;AURA SANTE MOULINS;630000990;N4100;0.24;;;
DIALYSE_P;2024;030003719;AURA SANTE MOULINS;630000990;NAUT;1.3;;;
DIALYSE_P;2024;030003719;AURA SANTE MOULINS;630000990;NCINF;6.4;;;
DIALYSE_P;2024;030003768;AURA SANTE VICHY;630000990;M1110;2.73;;0;0
DIALYSE_P;2024;030003768;AURA SANTE VICHY;630000990;N4100;0.6;;;
DIALYSE_P;2024;030003768;AURA SANTE VICHY;630000990;NAUT;2.6;;;
DIALYSE_P;2024;030003768;AURA SANTE VICHY;630000990;NCINF;13.1;;;
DIALYSE_P;2024;040003113;CTRE NEPHRO B.BRAUN AVITUM SISTERON;920040862;M1110;;;;1
DIALYSE_P;2024;040003113;CTRE NEPHRO B.BRAUN AVITUM SISTERON;920040862;NCINF;2;2;;
DIALYSE_P;2024;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;920040862;M1110;;3;0;1
DIALYSE_P;2024;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;920040862;N2500;4.8;;;
DIALYSE_P;2024;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;920040862;N4100;1;;;
DIALYSE_P;2024;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;920040862;NAUT;10.24;;;
DIALYSE_P;2024;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;920040862;NCINF;25.05;;;
DIALYSE_P;2024;040787541;CTRE NEPHRO B.BRAUN AVITUM DIGNE;920040862;M1110;;;;1
DIALYSE_P;2024;040787541;CTRE NEPHRO B.BRAUN AVITUM DIGNE;920040862;NCINF;2;;;
DIALYSE_P;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;M1110;1.16;;;
DIALYSE_P;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;N2500;3.02;;;
DIALYSE_P;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;NAUT;2.13;;;
DIALYSE_P;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;NCINF;5.58;;;
DIALYSE_P;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1110;2.43;;0;1
DIALYSE_P;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2500;5.51;;;
DIALYSE_P;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4100;0.5;;;
DIALYSE_P;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;0.65;;;
DIALYSE_P;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NCINF;8.16;;;
DIALYSE_P;2024;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;M1110;0.4;;0;1
DIALYSE_P;2024;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;NCINF;3.28;5;;
DIALYSE_P;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;M1110;0.5;;0;0
DIALYSE_P;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;N2500;5;;;
DIALYSE_P;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;5.76;;;
DIALYSE_P;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;NCINF;11.95;;;
DIALYSE_P;2024;060010949;AGAHTIR UDM ANTIBES;060790540;M1110;0;4;0;1
DIALYSE_P;2024;060010949;AGAHTIR UDM ANTIBES;060790540;N4100;0.6;0;;
DIALYSE_P;2024;060010949;AGAHTIR UDM ANTIBES;060790540;NAUT;1.8;0;;
DIALYSE_P;2024;060010949;AGAHTIR UDM ANTIBES;060790540;NCINF;10.72;0;;
DIALYSE_P;2024;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;M1110;0.22;2;0;0
DIALYSE_P;2024;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;N4100;0.48;;;
DIALYSE_P;2024;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NAUT;0.56;;;
DIALYSE_P;2024;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NCINF;4.78;;;
DIALYSE_P;2024;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;M1110;0.16;2;0;0
DIALYSE_P;2024;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N2500;4;;;
DIALYSE_P;2024;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N4100;2.18;;;
DIALYSE_P;2024;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NAUT;4.09;;;
DIALYSE_P;2024;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NCINF;23;;;
DIALYSE_P;2024;060025285;UAD VALLEE DE LA VESUBIE;750060402;M1110;;1;0;0
DIALYSE_P;2024;060025285;UAD VALLEE DE LA VESUBIE;750060402;N2500;0.32;;;
DIALYSE_P;2024;060025285;UAD VALLEE DE LA VESUBIE;750060402;N4100;0.32;;;
DIALYSE_P;2024;060025285;UAD VALLEE DE LA VESUBIE;750060402;NCINF;0.6;2;;
DIALYSE_P;2024;060025681;CTRE NEPHRO B.BRAUN AVITUM CAGNES/MER;920040862;M1110;;4;0;1
DIALYSE_P;2024;060025681;CTRE NEPHRO B.BRAUN AVITUM CAGNES/MER;920040862;NAUT;1.7;;;
DIALYSE_P;2024;060025681;CTRE NEPHRO B.BRAUN AVITUM CAGNES/MER;920040862;NCINF;3;;;
DIALYSE_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1110;2.58;;;1
DIALYSE_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;10.43;;;
DIALYSE_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;5;;;
DIALYSE_P;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NCINF;27.01;;;
DIALYSE_P;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1110;1.28;;;1
DIALYSE_P;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2500;2.78;;;
DIALYSE_P;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;0.4;;;
DIALYSE_P;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NCINF;2.77;;;
DIALYSE_P;2024;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;M1110;;6;1;1
DIALYSE_P;2024;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N2500;4.5;;;
DIALYSE_P;2024;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N4100;4.09;;;
DIALYSE_P;2024;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NAUT;23.19;;;
DIALYSE_P;2024;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NCINF;55.61;;;
DIALYSE_P;2024;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;M1110;0.06;;0;0
DIALYSE_P;2024;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;N4100;0.54;;;
DIALYSE_P;2024;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NAUT;0.27;;;
DIALYSE_P;2024;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NCINF;1;;;
DIALYSE_P;2024;060792736;AGAHTIR AUTODIALYSE NICE;060790540;M1110;0.06;;0;0
DIALYSE_P;2024;060792736;AGAHTIR AUTODIALYSE NICE;060790540;N4100;0.45;;;
DIALYSE_P;2024;060792736;AGAHTIR AUTODIALYSE NICE;060790540;NAUT;0.49;;;
