BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2019;180000010;180000028;M1030;;6;6.53;1;0
BLOCS_P;2019;180000010;180000028;M200H;;33;9.21;0;1
BLOCS_P;2019;180000010;180000028;N2200;16;23;26.89;0;0
BLOCS_P;2019;180000010;180000028;N2310;12;5;16.29;1;1
BLOCS_P;2019;180000010;180000028;N2320;13;8;18.12;1;1
BLOCS_P;2019;180000010;180000028;N2510;13;6;15.46;0;0
BLOCS_P;2019;180000010;180000028;N4130;1;1;1.76;0;1
BLOCS_P;2019;180000010;180000028;N4160;;1;1.81;0;0
BLOCS_P;2019;180000010;180000028;NAUT;2;34;3.73;1;0
BLOCS_P;2019;180000200;180000051;M100H;0;1;0.4;0;1
BLOCS_P;2019;180000200;180000051;M1030;2;2;3.34;0;0
BLOCS_P;2019;180000200;180000051;M200H;0;9;1.74;0;1
BLOCS_P;2019;180000200;180000051;N2200;11;3;14.01;1;1
BLOCS_P;2019;180000200;180000051;N2310;6;1;7.38;1;1
BLOCS_P;2019;180000200;180000051;N2320;1;0;1;1;1
BLOCS_P;2019;180000200;180000051;N2510;4;2;4.81;1;
BLOCS_P;2019;180000200;180000051;NAUT;1;1;1.47;1;1
BLOCS_P;2019;180000283;180000069;M1030;;3;0.26;0;1
BLOCS_P;2019;180000283;180000069;M200H;2;1;0.68;0;1
BLOCS_P;2019;180000358;180000739;M100H;3;;3;0;0
BLOCS_P;2019;180000358;180000739;M1030;2;;2;0;1
BLOCS_P;2019;180000358;180000739;M200H;7;7;9.5;0;1
BLOCS_P;2019;180000358;180000739;N2200;6;3;6.17;0;1
BLOCS_P;2019;180000358;180000739;N2310;1;2;1.92;0;0
BLOCS_P;2019;180000358;180000739;N2320;0;0;0;0;1
BLOCS_P;2019;180000358;180000739;N2510;1;0;1;0;0
BLOCS_P;2019;180000358;180000739;N4160;1;0;1;0;0
BLOCS_P;2019;180000358;180000739;NAUT;2;0;2;0;0
BLOCS_P;2019;180004145;180000887;M100H;22;2;23;;
BLOCS_P;2019;180004145;180000887;M1030;5;1;5.75;;
BLOCS_P;2019;180004145;180000887;M200H;14;2;14.2;;
BLOCS_P;2019;190000018;190000042;M100H;15;2;2.62;0;1
BLOCS_P;2019;190000018;190000042;M1030;4;2;4.08;1;0
BLOCS_P;2019;190000018;190000042;M200H;18;6;6.12;0;1
BLOCS_P;2019;190000018;190000042;N2200;13;4;16.82;;
BLOCS_P;2019;190000018;190000042;N2310;12;5;15.49;;
BLOCS_P;2019;190000018;190000042;N2320;7;5;10.29;;
BLOCS_P;2019;190000018;190000042;N2510;10;1;10.43;;
BLOCS_P;2019;190000018;190000042;NAUT;7;;6.25;;
BLOCS_P;2019;190000026;190000059;M100H;2;0;0.1;1;0
BLOCS_P;2019;190000026;190000059;M1030;2;2;2.64;1;0
BLOCS_P;2019;190000026;190000059;M200H;9;;3.14;0;1
BLOCS_P;2019;190000026;190000059;N2200;4;0;4.04;0;0
BLOCS_P;2019;190000026;190000059;N2310;8;1;8.84;1;0
BLOCS_P;2019;190000026;190000059;N2320;8;2;9.22;1;1
BLOCS_P;2019;190000026;190000059;N2510;8;1;8.78;0;1
BLOCS_P;2019;190000026;190000059;N4160;1;;0.93;0;0
BLOCS_P;2019;190000026;190000059;NAUT;;2;0.62;0;0
BLOCS_P;2019;190000091;190000075;M100H;10;1;11.51;0;1
BLOCS_P;2019;190000091;190000075;M1030;3;0;2.6;0;1
BLOCS_P;2019;190000091;190000075;M200H;7;6;9.13;0;1
BLOCS_P;2019;190000091;190000075;N2200;5;2;6.32;0;1
BLOCS_P;2019;190000091;190000075;N2310;5;2;6.11;0;1
BLOCS_P;2019;190000091;190000075;N2320;3;2;4.06;0;1
BLOCS_P;2019;190000091;190000075;N2510;4;2;5.16;0;1
BLOCS_P;2019;190000091;190000075;N4160;0;1;0.88;0;0
BLOCS_P;2019;190000091;190000075;NAUT;1;1;1.86;0;0
BLOCS_P;2019;190000224;190000901;M100H;21;32;37;0;1
BLOCS_P;2019;190000224;190000901;M1030;5;2;5.8;0;1
BLOCS_P;2019;190000224;190000901;M200H;20;4;22;0;1
BLOCS_P;2019;190000224;190000901;N2200;27;6;29.09;0;1
BLOCS_P;2019;190000224;190000901;N2310;4;5;5.32;0;1
BLOCS_P;2019;190000224;190000901;N2320;1;;0.54;0;1
BLOCS_P;2019;190000224;190000901;N2510;7;;6.72;0;0
BLOCS_P;2019;190000224;190000901;N4160;2;0;2;0;1
BLOCS_P;2019;190000224;190000901;NAUT;11;2;11.44;0;1
BLOCS_P;2019;190000257;190001131;M1030;3;;3;0;1
BLOCS_P;2019;190000257;190001131;N2200;11;;10.8;0;1
BLOCS_P;2019;190000257;190001131;N2310;2;;2;0;1
BLOCS_P;2019;190000257;190001131;N2320;3;;3;0;1
BLOCS_P;2019;190000257;190001131;N2510;2;1;2.8;0;1
BLOCS_P;2019;190000257;190001131;N4160;1;;1;0;0
BLOCS_P;2019;190000257;190001131;NAUT;2;;2;0;0
BLOCS_P;2019;210011847;210011839;M100H;4;32;20;0;1
BLOCS_P;2019;210011847;210011839;M1030;4;0;4;0;1
BLOCS_P;2019;210011847;210011839;M200H;12;28;26;0;1
BLOCS_P;2019;210011847;210011839;N2200;14;12;23.45;0;0
BLOCS_P;2019;210011847;210011839;N2310;5;1;6.1;0;1
BLOCS_P;2019;210011847;210011839;N2320;0;0;0.07;0;0
BLOCS_P;2019;210011847;210011839;N2510;4;2;5.37;0;0
BLOCS_P;2019;210011847;210011839;N4160;1;0;0.98;0;1
BLOCS_P;2019;210011847;210011839;NAUT;14;1;15.96;0;0
BLOCS_P;2019;210012670;210011367;M1030;17;;17;0;1
BLOCS_P;2019;210012670;210011367;M200H;49;22;61;1;1
BLOCS_P;2019;210012670;210011367;N2200;30;25;41.49;;
BLOCS_P;2019;210012670;210011367;N2310;1;2;2;;
BLOCS_P;2019;210012670;210011367;N2320;1;2;1.67;;
BLOCS_P;2019;210012670;210011367;N2510;10;1;9.08;;
BLOCS_P;2019;210012670;210011367;N4160;4;;4;;
BLOCS_P;2019;210012670;210011367;NAUT;12;;11;;
BLOCS_P;2019;210780789;210003208;M100H;8;4;10;0;1
BLOCS_P;2019;210780789;210003208;M1030;5;;5;0;1
BLOCS_P;2019;210780789;210003208;M200H;6;10;11;0;1
BLOCS_P;2019;210780789;210003208;N2200;12;7;16.6;0;1
BLOCS_P;2019;210780789;210003208;N2310;5;;5;0;1
BLOCS_P;2019;210780789;210003208;N2510;4;;4;0;1
BLOCS_P;2019;210780789;210003208;N4160;1;;1;0;1
BLOCS_P;2019;210780789;210003208;NAUT;7;1;7.5;0;0
BLOCS_P;2019;210987558;210780581;M1030;48;;31.28;;
BLOCS_P;2019;210987558;210780581;M200H;64;;27.61;;
BLOCS_P;2019;210987558;210780581;N2200;79;12;83.78;;
BLOCS_P;2019;210987558;210780581;N2310;64;15;73.58;;
BLOCS_P;2019;210987558;210780581;N2320;23;2;24.31;;
BLOCS_P;2019;210987558;210780581;N2510;22;2;23.54;;
BLOCS_P;2019;210987558;210780581;N4160;8;;7.26;;
BLOCS_P;2019;210987558;210780581;NAUT;55;3;57.53;;
BLOCS_P;2019;210987657;210012175;M1030;3;2;5.24;1;
BLOCS_P;2019;210987657;210012175;M200H;8;9;11.17;;1
BLOCS_P;2019;210987657;210012175;N2200;11;;10.4;0;1
BLOCS_P;2019;210987657;210012175;N2310;11;;10.54;1;0
BLOCS_P;2019;210987657;210012175;N2320;6;1;5.86;0;1
BLOCS_P;2019;210987657;210012175;N2510;1;;1;0;0
BLOCS_P;2019;210987657;210012175;N4160;1;;0.93;0;0
BLOCS_P;2019;210987657;210012175;NAUT;4;;3.93;0;0
BLOCS_P;2019;210987699;210780706;M100H;1;0;0.1;0;1
BLOCS_P;2019;210987699;210780706;M1030;3;2;1.73;1;0
BLOCS_P;2019;210987699;210780706;M200H;9;2;2.19;0;1
BLOCS_P;2019;210987699;210780706;N2200;4;2;6.67;0;1
BLOCS_P;2019;210987699;210780706;N2310;9;0;8.29;1;0
BLOCS_P;2019;210987699;210780706;N2320;5;1;5.12;0;1
BLOCS_P;2019;210987699;210780706;N2510;1;0;0.5;0;0
BLOCS_P;2019;210987699;210780706;N4160;2;0;1.7;0;0
BLOCS_P;2019;210987699;210780706;NAUT;7;0;6.18;0;0
BLOCS_P;2019;210987731;210780417;M1030;3;3;5.74;0;1
BLOCS_P;2019;210987731;210780417;M200H;9;6;10.78;0;1
BLOCS_P;2019;210987731;210780417;N2200;14;1;13.1;0;1
BLOCS_P;2019;210987731;210780417;N2310;9;1;7.72;0;1
BLOCS_P;2019;210987731;210780417;N2320;1;1;1.64;0;1
BLOCS_P;2019;210987731;210780417;N2510;;1;0.7;0;0
BLOCS_P;2019;210987731;210780417;N4160;3;;3;0;0
BLOCS_P;2019;210987731;210780417;NAUT;9;;9;0;0
BLOCS_P;2019;220000012;220000020;M1030;13;7;19.38;1;0
BLOCS_P;2019;220000012;220000020;M200H;22;8;28.56;0;1
BLOCS_P;2019;220000012;220000020;N2200;27;5;29.86;;0
BLOCS_P;2019;220000012;220000020;N2310;23;18;34.74;;
BLOCS_P;2019;220000012;220000020;N2320;15;18;26.2;1;1
BLOCS_P;2019;220000012;220000020;N2510;25;9;29.7;;
BLOCS_P;2019;220000012;220000020;NAUT;10;;9.93;;
BLOCS_P;2019;220000095;220000046;M100H;5;3;1.04;;1
BLOCS_P;2019;220000095;220000046;M1030;1;4;3.52;1;
BLOCS_P;2019;220000095;220000046;M200H;2;4;0.61;;1
BLOCS_P;2019;220000095;220000046;N2200;3;1;9.59;0;0
BLOCS_P;2019;220000095;220000046;N2310;3;1;3.8;0;0
BLOCS_P;2019;220000095;220000046;N2320;2;1;2.8;0;0
BLOCS_P;2019;220000095;220000046;N2510;2;0;4.63;0;0
BLOCS_P;2019;220000095;220000046;NAUT;0;0;1.4;0;0
BLOCS_P;2019;220000111;220000376;M1030;1;2;2.2;0;0
BLOCS_P;2019;220000111;220000376;M200H;8;17;18.5;0;0
BLOCS_P;2019;220000111;220000376;N2200;10;4;12.4;0;0
BLOCS_P;2019;220000111;220000376;N2320;1;;1;0;0
BLOCS_P;2019;220000111;220000376;N2510;2;;2;0;0
BLOCS_P;2019;220000343;220000079;M1030;6;2;3.95;0;1
BLOCS_P;2019;220000343;220000079;M200H;2;9;4.56;0;1
BLOCS_P;2019;220000343;220000079;N2200;10;2;9.6;0;1
BLOCS_P;2019;220000343;220000079;N2310;11;5;14.7;1;0
BLOCS_P;2019;220000343;220000079;N2320;5;1;5.8;0;1
BLOCS_P;2019;220000343;220000079;N2510;2;5;6;0;0
BLOCS_P;2019;220000343;220000079;N4160;1;0;1;0;0
BLOCS_P;2019;220000368;220000103;M100H;;4;0.21;0;1
BLOCS_P;2019;220000368;220000103;M1030;;3;2.05;1;0
BLOCS_P;2019;220000368;220000103;M200H;;10;1.99;0;1
BLOCS_P;2019;220000368;220000103;N2200;4;1;6.19;0;0
BLOCS_P;2019;220000368;220000103;N2310;7;2;9.05;1;1
BLOCS_P;2019;220000368;220000103;N2320;4;5;7.25;0;1
BLOCS_P;2019;220000368;220000103;N2510;5;3;7.4;0;0
BLOCS_P;2019;220000368;220000103;NAUT;1;30;14.44;0;0
BLOCS_P;2019;220000541;220000152;M100H;;1;0.5;;
BLOCS_P;2019;220000541;220000152;M1030;;2;0.21;;
BLOCS_P;2019;220000541;220000152;N2200;;1;0.88;;
BLOCS_P;2019;220000541;220000152;N2510;;2;1;;
BLOCS_P;2019;220005599;220017842;M100H;0;0;0;0;1
BLOCS_P;2019;220005599;220017842;M1030;4;2;5;0;1
BLOCS_P;2019;220005599;220017842;M200H;19;0;19;0;1
BLOCS_P;2019;220005599;220017842;N2200;12;4;17.2;0;1
BLOCS_P;2019;220005599;220017842;N2310;2;0;2;0;0
BLOCS_P;2019;220005599;220017842;N2320;1;0;1;0;0
BLOCS_P;2019;220005599;220017842;N2510;0;1;1;0;0
BLOCS_P;2019;220005599;220017842;N4160;1;0;1;0;1
BLOCS_P;2019;220022800;220000673;M100H;5;1;5.8;0;1
BLOCS_P;2019;220022800;220000673;M1030;11;0;11;1;0
BLOCS_P;2019;220022800;220000673;M200H;54;0;54;0;
BLOCS_P;2019;220022800;220000673;N2200;36;15;47.88;0;1
BLOCS_P;2019;220022800;220000673;N2310;6;4;8.64;0;1
BLOCS_P;2019;220022800;220000673;N2320;2;1;3.52;0;1
BLOCS_P;2019;220022800;220000673;N2510;3;5;7.35;0;0
BLOCS_P;2019;220022800;220000673;N4160;3;0;2.75;0;0
BLOCS_P;2019;220022800;220000673;NAUT;14;4;17.43;0;0
BLOCS_P;2019;230000820;230780041;M100H;2;;0.47;0;0
BLOCS_P;2019;230000820;230780041;M1030;3;;1.91;0;0
BLOCS_P;2019;230000820;230780041;M200H;6;;3.65;0;0
BLOCS_P;2019;230000820;230780041;N2200;2;;3.96;0;0
BLOCS_P;2019;230000820;230780041;N2310;6;;5.25;0;0
BLOCS_P;2019;230000820;230780041;N2320;6;;5.24;0;0
BLOCS_P;2019;230000820;230780041;NAUT;17;;11.23;0;0
BLOCS_P;2019;230004657;230780058;M1030;;1;0.4;0;0
BLOCS_P;2019;230004657;230780058;M200H;;2;;0;0
BLOCS_P;2019;230004657;230780058;N2200;1;1;2.01;0;0
BLOCS_P;2019;230004657;230780058;N2320;;2;0.15;0;0
BLOCS_P;2019;230004657;230780058;N2510;2;;2;0;0
BLOCS_P;2019;230004657;230780058;NAUT;;1;0.2;0;0
BLOCS_P;2019;230780082;750005068;N2200;;2;1;;
BLOCS_P;2019;230780157;230000861;M100H;3;;3;0;0
BLOCS_P;2019;230780157;230000861;M1030;2;;2;0;0
BLOCS_P;2019;230780157;230000861;M200H;4;7;5.2;0;0
BLOCS_P;2019;230780157;230000861;N2200;7;;6.16;;1
BLOCS_P;2019;230780157;230000861;N2320;1;;1;;1
BLOCS_P;2019;230780157;230000861;N2510;2;;1.66;;0
BLOCS_P;2019;230780157;230000861;N4160;1;;1;;0
BLOCS_P;2019;230780157;230000861;NAUT;2;;1.8;;0
BLOCS_P;2019;240000190;240000596;M100H;;1;0.5;0;1
BLOCS_P;2019;240000190;240000596;M1030;8;;8;0;1
BLOCS_P;2019;240000190;240000596;M200H;19;5;22;0;1
BLOCS_P;2019;240000190;240000596;N2200;19;6;23.82;0;1
BLOCS_P;2019;240000190;240000596;N2310;4;;4;0;0
BLOCS_P;2019;240000190;240000596;N2320;1;1;1.8;0;0
BLOCS_P;2019;240000190;240000596;N2510;5;;5;0;0
BLOCS_P;2019;240000190;240000596;N4160;1;1;1.6;0;0
BLOCS_P;2019;240000190;240000596;NAUT;17;;17;0;0
BLOCS_P;2019;240000208;240000612;M1030;3;;3;;1
BLOCS_P;2019;240000208;240000612;M200H;18;;15.75;;1
BLOCS_P;2019;240000208;240000612;N2310;2;;2;;
BLOCS_P;2019;240000208;240000612;N2320;10;2;11.14;;
BLOCS_P;2019;240000208;240000612;N2510;3;;3;;
BLOCS_P;2019;240000208;240000612;N4160;1;;1;;
BLOCS_P;2019;240000216;240000620;M100H;;3;1;0;0
BLOCS_P;2019;240000216;240000620;M1030;3;;2;1;1
BLOCS_P;2019;240000216;240000620;M200H;6;12;8.2;1;1
BLOCS_P;2019;240000216;240000620;N2200;9;1;9.2;;
BLOCS_P;2019;240000216;240000620;N2310;2;2;2.71;;
BLOCS_P;2019;240000216;240000620;N2510;5;2;6.36;;
BLOCS_P;2019;240000216;240000620;N4160;2;;2;0;0
BLOCS_P;2019;240000216;240000620;NAUT;2;3;2.76;;
BLOCS_P;2019;240000372;240000059;M1030;3;1;4.6;1;
BLOCS_P;2019;240000372;240000059;N2200;5;0;5.48;0;1
BLOCS_P;2019;240000372;240000059;N2310;5;3;7.87;0;1
BLOCS_P;2019;240000372;240000059;N2320;7;1;6.95;0;1
BLOCS_P;2019;240000372;240000059;N2510;5;0;4.93;0;0
BLOCS_P;2019;240000372;240000059;N4160;1;1;0.68;0;1
BLOCS_P;2019;240000372;240000059;NAUT;3;;3.45;0;0
BLOCS_P;2019;240000489;240000117;M100H;5;1;2.14;0;1
BLOCS_P;2019;240000489;240000117;M1030;6;4;8.74;1;0
BLOCS_P;2019;240000489;240000117;M200H;30;7;30.17;0;1
BLOCS_P;2019;240000489;240000117;N2200;31;5;33.5;0;0
BLOCS_P;2019;240000489;240000117;N2310;26;0;25.78;1;1
BLOCS_P;2019;240000489;240000117;N2320;12;0;12.21;0;0
BLOCS_P;2019;240000489;240000117;N2510;38;2;39.45;0;0
BLOCS_P;2019;240000489;240000117;N4160;3;0;2.5;0;0
BLOCS_P;2019;240000489;240000117;NAUT;45;1;26.84;;
BLOCS_P;2019;240000687;240000448;M1030;;6;1;;
BLOCS_P;2019;240000687;240000448;M200H;1;3;1.27;;
BLOCS_P;2019;240000687;240000448;N2200;11;1;11.71;;
BLOCS_P;2019;240000687;240000448;N2310;4;;4.07;;
BLOCS_P;2019;240000687;240000448;N2320;1;;1;;
BLOCS_P;2019;240000687;240000448;N2510;9;1;7.34;;
BLOCS_P;2019;250000270;250000643;M100H;12;35;;1;
BLOCS_P;2019;250000270;250000643;M1030;10;0;;;1
BLOCS_P;2019;250000270;250000643;M200H;28;5;;;1
BLOCS_P;2019;250000270;250000643;N2200;36;22;54.3;;
BLOCS_P;2019;250000270;250000643;N2310;1;0;1;;
BLOCS_P;2019;250000270;250000643;N2320;;5;2.4;;
BLOCS_P;2019;250000270;250000643;N2510;20;8;26.2;;
BLOCS_P;2019;250000270;250000643;N4160;1;1;2.2;;
BLOCS_P;2019;250000270;250000643;NAUT;11;4;19.5;;
BLOCS_P;2019;250000700;250000452;M100H;1;;0.84;;
BLOCS_P;2019;250000700;250000452;M1030;4;;1.3;;
BLOCS_P;2019;250000700;250000452;M200H;11;2;9.74;;
BLOCS_P;2019;250000700;250000452;N2200;12;9;15.63;;
BLOCS_P;2019;250000700;250000452;N2310;6;7;10.44;;
BLOCS_P;2019;250000700;250000452;N2320;4;4;5.04;;
BLOCS_P;2019;250000700;250000452;N2510;1;4;3.66;;
BLOCS_P;2019;250000700;250000452;NAUT;7;2;5.62;;
BLOCS_P;2019;250006954;250000015;M100H;0;43;4.43;1;1
BLOCS_P;2019;250006954;250000015;M1030;0;46;28.03;1;1
BLOCS_P;2019;250006954;250000015;M200H;0;116;23.18;1;1
BLOCS_P;2019;250006954;250000015;N2200;38;43;75.46;;
BLOCS_P;2019;250006954;250000015;N2310;41;26;59.45;;
BLOCS_P;2019;250006954;250000015;N2320;29;15;41.34;;
BLOCS_P;2019;250006954;250000015;N2510;45;21;57.2;;
BLOCS_P;2019;250006954;250000015;N4160;5;3;6.74;;
BLOCS_P;2019;250006954;250000015;NAUT;15;9;21.84;;
BLOCS_P;2019;250011848;250017803;M1030;13;;;0;1
BLOCS_P;2019;250011848;250017803;M200H;29;14;;1;1
BLOCS_P;2019;250011848;250017803;N2200;22;16;32.67;0;1
BLOCS_P;2019;250011848;250017803;N2310;4;10;6.79;0;0
BLOCS_P;2019;250011848;250017803;N2320;0;2;0.64;0;1
BLOCS_P;2019;250011848;250017803;N2510;1;5;3.36;0;0
BLOCS_P;2019;250011848;250017803;N4160;1;0;1.16;0;1
BLOCS_P;2019;250011848;250017803;NAUT;17;1;19.51;0;0
BLOCS_P;2019;260000013;260000021;M1030;12;4;9.02;1;1
BLOCS_P;2019;260000013;260000021;M200H;47;9;46.83;1;1
BLOCS_P;2019;260000013;260000021;N2200;24;11;33;1;
BLOCS_P;2019;260000013;260000021;N2310;15;4;24;1;0
BLOCS_P;2019;260000013;260000021;N2320;14;5;18;1;
BLOCS_P;2019;260000013;260000021;N2510;10;0;10;1;0
BLOCS_P;2019;260000013;260000021;N4160;1;;1;0;0
BLOCS_P;2019;260000013;260000021;NAUT;6;;6;0;0
BLOCS_P;2019;260000120;260016910;M100H;3;4;1.1;0;1
BLOCS_P;2019;260000120;260016910;M1030;3;3;3.18;1;0
BLOCS_P;2019;260000120;260016910;M200H;13;4;4.61;0;1
BLOCS_P;2019;260000120;260016910;N2200;7;5;11.45;;
BLOCS_P;2019;260000120;260016910;N2310;10;7;12.95;;
BLOCS_P;2019;260000120;260016910;N2320;9;7;13.58;;
BLOCS_P;2019;260000120;260016910;N2510;6;3;8.71;;
BLOCS_P;2019;260000120;260016910;NAUT;2;;2.7;;
BLOCS_P;2019;260000138;260000047;M100H;8;2;8.21;0;1
BLOCS_P;2019;260000138;260000047;M1030;4;3;4.63;1;0
BLOCS_P;2019;260000138;260000047;M200H;18;8;22.14;0;1
BLOCS_P;2019;260000138;260000047;N2200;10;6;19.15;0;0
BLOCS_P;2019;260000138;260000047;N2310;13;3;14.51;1;0
BLOCS_P;2019;260000138;260000047;N2320;7;6;10.12;1;1
BLOCS_P;2019;260000138;260000047;N2510;7;2;8.39;0;0
BLOCS_P;2019;260000138;260000047;N4160;2;0;1.31;0;0
BLOCS_P;2019;260000138;260000047;NAUT;1;0;1.17;0;0
BLOCS_P;2019;260000146;260000054;M100H;;2;0.08;0;0
BLOCS_P;2019;260000146;260000054;M1030;;;0.62;0;0
BLOCS_P;2019;260000146;260000054;M200H;1;;0.5;0;0
BLOCS_P;2019;260000146;260000054;N2200;4;4;5.28;0;0
BLOCS_P;2019;260000146;260000054;N2310;1;;1;0;0
BLOCS_P;2019;260000146;260000054;N2510;1;;1;0;0
BLOCS_P;2019;260000146;260000054;N4160;1;;0.5;0;0
BLOCS_P;2019;260000146;260000054;NAUT;1;;0.25;0;0
BLOCS_P;2019;260000195;260006770;M100H;;1;0.02;;
BLOCS_P;2019;260000195;260006770;N2320;;1;0.02;;
BLOCS_P;2019;260000260;260000377;M1030;4;;4;;
BLOCS_P;2019;260000260;260000377;M200H;21;;21;;
BLOCS_P;2019;260000260;260000377;N2200;9;;9;;
BLOCS_P;2019;260000260;260000377;N2320;3;;3;;
BLOCS_P;2019;260000260;260000377;N2510;5;1;5.5;;
BLOCS_P;2019;260000260;260000377;NAUT;5;;5;;
BLOCS_P;2019;260003017;260000781;M100H;12;13;25;0;1
BLOCS_P;2019;260003017;260000781;M1030;4;5;9;0;1
BLOCS_P;2019;260003017;260000781;M200H;15;6;21;0;1
BLOCS_P;2019;260003017;260000781;N2200;14;17;25.47;0;1
BLOCS_P;2019;260003017;260000781;N2310;3;1;3.2;0;0
BLOCS_P;2019;260003017;260000781;N2320;4;1;4.5;0;1
BLOCS_P;2019;260003017;260000781;N2510;1;;1;0;0
BLOCS_P;2019;260003017;260000781;N4160;2;;2;0;0
BLOCS_P;2019;260003017;260000781;NAUT;3;;3;0;0
BLOCS_P;2019;260006267;070000245;M100H;6;2;7.5;;
BLOCS_P;2019;260006267;070000245;M1030;9;5;13;;
BLOCS_P;2019;260006267;070000245;M200H;9;;9;;
BLOCS_P;2019;260006267;070000245;N2200;12;1;9.32;;
BLOCS_P;2019;260006267;070000245;N2310;7;5;10.42;;
BLOCS_P;2019;260006267;070000245;N2510;4;;3.72;;
BLOCS_P;2019;260006267;070000245;N4160;1;;0.16;;
BLOCS_P;2019;260006267;070000245;NAUT;6;;3.51;;
BLOCS_P;2019;270000045;270000060;M100H;;1;0.24;0;0
BLOCS_P;2019;270000045;270000060;M1030;1;;2.24;0;1
BLOCS_P;2019;270000045;270000060;M200H;3;4;1.72;0;1
BLOCS_P;2019;270000045;270000060;N2200;8;2;8.61;0;1
BLOCS_P;2019;270000045;270000060;N2310;4;;4.95;1;0
BLOCS_P;2019;270000045;270000060;N2320;1;;1.49;0;1
BLOCS_P;2019;270000045;270000060;N2510;3;2;4.69;0;1
BLOCS_P;2019;270000045;270000060;N4160;1;;0.42;0;0
BLOCS_P;2019;270000045;270000060;NAUT;2;;1.06;0;0
BLOCS_P;2019;270000326;270000680;M100H;4;3;5.5;;1
BLOCS_P;2019;270000326;270000680;M1030;4;2;5;;1
BLOCS_P;2019;270000326;270000680;M200H;7;;7;0;1
BLOCS_P;2019;270000326;270000680;N2200;16;2;16.73;;
BLOCS_P;2019;270000326;270000680;N2310;4;1;4.82;;
BLOCS_P;2019;270000326;270000680;N2320;2;;2;;
BLOCS_P;2019;270000326;270000680;N2510;5;5;7.18;;
BLOCS_P;2019;270000326;270000680;N4160;1;;1;;
BLOCS_P;2019;270000326;270000680;NAUT;10;;9.85;;
BLOCS_P;2019;270000359;270023724;M1030;6;21;14.43;1;
BLOCS_P;2019;270000359;270023724;M200H;0;28;13;1;1
BLOCS_P;2019;270000359;270023724;N2200;17;2;19.52;;
BLOCS_P;2019;270000359;270023724;N2310;13;3;13.57;;
BLOCS_P;2019;270000359;270023724;N2320;6;;5.63;;
BLOCS_P;2019;270000359;270023724;N2510;13;1;14.51;;
BLOCS_P;2019;270000359;270023724;NAUT;1;;1;;
BLOCS_P;2019;270000367;270000086;M200H;0;1;0.04;;
BLOCS_P;2019;270000367;270000086;N2200;5;0;5.77;;
BLOCS_P;2019;270000367;270000086;N2320;2;0;2;;
BLOCS_P;2019;270000367;270000086;N4160;2;0;0.5;;
BLOCS_P;2019;270000367;270000086;NAUT;1;0;1;;
BLOCS_P;2019;270000458;270023724;M1030;2;3;2.9;1;0
BLOCS_P;2019;270000458;270023724;M200H;1;8;3.42;1;0
BLOCS_P;2019;270000458;270023724;N2200;7;1;8.34;;
BLOCS_P;2019;270000458;270023724;N2310;5;2;6.1;;
BLOCS_P;2019;270000458;270023724;N2320;5;1;7.17;;
BLOCS_P;2019;270000458;270023724;N2510;6;;6.54;;
BLOCS_P;2019;270000458;270023724;NAUT;2;1;3.55;;
BLOCS_P;2019;270000862;270000953;M100H;;8;8;0;
BLOCS_P;2019;270000862;270000953;M1030;;6;6;;1
BLOCS_P;2019;270000862;270000953;M200H;;26;26;;
BLOCS_P;2019;270000862;270000953;N2200;8;;7;;
BLOCS_P;2019;270000862;270000953;N2310;1;;1;;
BLOCS_P;2019;270000862;270000953;N2510;1;;0.6;;
BLOCS_P;2019;270000862;270000953;NAUT;7;;6;1;
BLOCS_P;2019;280000084;280000183;M100H;7;;0.48;;1
BLOCS_P;2019;280000084;280000183;M1030;8;9;10.03;1;0
BLOCS_P;2019;280000084;280000183;M200H;25;10;5.88;;1
BLOCS_P;2019;280000084;280000183;N2200;15;2;15.68;1;1
BLOCS_P;2019;280000084;280000183;N2310;11;3;14.39;1;0
BLOCS_P;2019;280000084;280000183;N2320;10;1;11.22;1;1
BLOCS_P;2019;280000084;280000183;N2510;15;;15.15;0;0
BLOCS_P;2019;280000084;280000183;N4160;;;0.24;0;0
BLOCS_P;2019;280000084;280000183;NAUT;6;;6;0;0
BLOCS_P;2019;280000662;280500075;M1030;;;0.59;0;0
BLOCS_P;2019;280000662;280500075;N2200;;4;1.78;0;0
BLOCS_P;2019;280000662;280500075;N2310;1;;1.26;0;0
BLOCS_P;2019;280000662;280500075;N2320;1;;1;0;0
BLOCS_P;2019;280000662;280500075;N2510;2;1;2.8;0;0
BLOCS_P;2019;280000662;280500075;NAUT;2;1;2.5;0;0
BLOCS_P;2019;280502998;280000589;M1030;1;2;1.39;0;0
BLOCS_P;2019;280502998;280000589;M200H;;17;0.47;0;0
BLOCS_P;2019;280502998;280000589;N2200;3;4;2.19;0;0
BLOCS_P;2019;280502998;280000589;N2310;2;;1.71;0;0
BLOCS_P;2019;280502998;280000589;N2320;2;;1.99;0;0
BLOCS_P;2019;280502998;280000589;N2510;7;;4.29;0;0
BLOCS_P;2019;280504267;280000134;M100H;11;;0.6;0;1
BLOCS_P;2019;280504267;280000134;M1030;13;3;5.2;1;
BLOCS_P;2019;280504267;280000134;M200H;26;8;4.64;1;1
BLOCS_P;2019;280504267;280000134;N2200;17;10;21.66;1;0
