BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;M1010;1;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;M1180;1.3;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;M1320;2.3;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N241P;1.67;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2430;0.01;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2450;0.17;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2460;0.7;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2470;0.5;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2500;19.61;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N2710;0.7;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N310H;0.15;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;N3120;0.4;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;NAUT;9.38;
SSR_P;2023;010000024;CH DE FLEYRIAT;010780054;NCINF;12.15;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;M1010;1.83;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;M1320;1.1;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N241P;2.8;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N2430;0.48;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N2460;0.76;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N2500;12.48;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N2710;1.51;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;N3120;0.22;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;NAUT;9.35;
SSR_P;2023;010000032;CH BUGEY SUD;010780062;NCINF;11.03;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;M1010;2.6;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;M1320;3.47;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N241P;2.3;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2450;0.75;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2460;1.9;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2470;0.85;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2500;39.36;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2710;2.37;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N310H;0.15;
SSR_P;2023;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N3120;2.04;
