BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST
DIALYSE_P;2023;010000024;CH DE FLEYRIAT;010780054;M1110;2.97;;0;1
DIALYSE_P;2023;010000024;CH DE FLEYRIAT;010780054;N2500;9.16;;;
DIALYSE_P;2023;010000024;CH DE FLEYRIAT;010780054;NAUT;6.78;;;
DIALYSE_P;2023;010000024;CH DE FLEYRIAT;010780054;NCINF;19.5;;;
DIALYSE_P;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;M1110;0.27;;0;1
DIALYSE_P;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;NAUT;0.16;2;;
DIALYSE_P;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;NCINF;5.81;;;
DIALYSE_P;2023;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;M1110;0.02;;0;0
DIALYSE_P;2023;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;NAUT;0.05;;;
DIALYSE_P;2023;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;NCINF;0.51;;;
DIALYSE_P;2023;010780294;NEPHROCARE CH BELLEY;690000278;M1110;0.67;1;0;1
DIALYSE_P;2023;010780294;NEPHROCARE CH BELLEY;690000278;N2500;3.83;;;
DIALYSE_P;2023;010780294;NEPHROCARE CH BELLEY;690000278;N4100;0.25;;;
DIALYSE_P;2023;010780294;NEPHROCARE CH BELLEY;690000278;NAUT;1.77;;;
DIALYSE_P;2023;010780294;NEPHROCARE CH BELLEY;690000278;NCINF;15.19;;;
DIALYSE_P;2023;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;M1110;1.38;;0;0
DIALYSE_P;2023;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;N4100;0.11;;;
DIALYSE_P;2023;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;NAUT;1.76;;;
DIALYSE_P;2023;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;NCINF;18.07;;;
DIALYSE_P;2023;020000162;CH SAINT-QUENTIN;020000063;M1110;3.5;;0;1
DIALYSE_P;2023;020000162;CH SAINT-QUENTIN;020000063;N4100;1;;;
DIALYSE_P;2023;020000162;CH SAINT-QUENTIN;020000063;NAUT;7.33;;;
DIALYSE_P;2023;020000162;CH SAINT-QUENTIN;020000063;NCINF;32.18;;;
DIALYSE_P;2023;020000394;CH LAON;020000253;M1110;3.9;;0;1
DIALYSE_P;2023;020000394;CH LAON;020000253;N2500;2.93;;;
DIALYSE_P;2023;020000394;CH LAON;020000253;NAUT;4.95;;;
DIALYSE_P;2023;020000394;CH LAON;020000253;NCINF;11.9;;;
DIALYSE_P;2023;020000519;CH SOISSONS;020000261;M1110;2.82;;0;1
DIALYSE_P;2023;020000519;CH SOISSONS;020000261;N2500;3.05;;;
DIALYSE_P;2023;020000519;CH SOISSONS;020000261;NAUT;4.74;;;
DIALYSE_P;2023;020000519;CH SOISSONS;020000261;NCINF;22.55;;;
DIALYSE_P;2023;030000061;CH DE MOULINS;030780092;M1110;1.24;;0;1
DIALYSE_P;2023;030000061;CH DE MOULINS;030780092;N2500;5.48;;;
DIALYSE_P;2023;030000061;CH DE MOULINS;030780092;NAUT;1.4;;;
DIALYSE_P;2023;030000061;CH DE MOULINS;030780092;NCINF;16.21;;;
DIALYSE_P;2023;030000079;CH DE MONTLUCON;030780100;M1110;2.63;;0;1
DIALYSE_P;2023;030000079;CH DE MONTLUCON;030780100;N2500;6.38;;;
DIALYSE_P;2023;030000079;CH DE MONTLUCON;030780100;NAUT;1.37;;;
DIALYSE_P;2023;030000079;CH DE MONTLUCON;030780100;NCINF;10.18;;;
DIALYSE_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M1110;5.53;0;0;1
DIALYSE_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2500;4.19;0;;
DIALYSE_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;3.98;0;;
DIALYSE_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NCINF;18.12;0;;
DIALYSE_P;2023;030003669;AURA SANTE MONTLUCON;630000990;M1110;1.12;;0;0
DIALYSE_P;2023;030003669;AURA SANTE MONTLUCON;630000990;N4100;0.44;;;
DIALYSE_P;2023;030003669;AURA SANTE MONTLUCON;630000990;NAUT;2.46;;;
DIALYSE_P;2023;030003669;AURA SANTE MONTLUCON;630000990;NCINF;13.32;;;
DIALYSE_P;2023;030003719;AURA SANTE MOULINS;630000990;M1110;1.4;;;
DIALYSE_P;2023;030003719;AURA SANTE MOULINS;630000990;N4100;0.28;;;
DIALYSE_P;2023;030003719;AURA SANTE MOULINS;630000990;NAUT;1.22;;;
DIALYSE_P;2023;030003719;AURA SANTE MOULINS;630000990;NCINF;7.2;;;
DIALYSE_P;2023;030003768;AURA SANTE VICHY;630000990;M1110;2.44;;0;0
DIALYSE_P;2023;030003768;AURA SANTE VICHY;630000990;N4100;0.71;;;
DIALYSE_P;2023;030003768;AURA SANTE VICHY;630000990;NAUT;1.95;;;
DIALYSE_P;2023;030003768;AURA SANTE VICHY;630000990;NCINF;12.3;;;
DIALYSE_P;2023;040003113;HEMOD DES ALPES AUTODIALYSE SISTERON;920033503;M1110;;;0;1
DIALYSE_P;2023;040003113;HEMOD DES ALPES AUTODIALYSE SISTERON;920033503;NCINF;2;;;
DIALYSE_P;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;M1110;;3;0;1
DIALYSE_P;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;N2500;3.8;;;
DIALYSE_P;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;N4100;1;;;
DIALYSE_P;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;NAUT;9.45;;;
DIALYSE_P;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;NCINF;24.88;;;
DIALYSE_P;2023;040787541;HEMOD DES ALPES AUTODIALYSE DE DIGNE;920033503;M1110;;;0;1
DIALYSE_P;2023;040787541;HEMOD DES ALPES AUTODIALYSE DE DIGNE;920033503;NCINF;1.33;;;
DIALYSE_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M1110;2.87;;;
DIALYSE_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2500;2.03;;;
DIALYSE_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NAUT;1.2;;;
DIALYSE_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NCINF;5.87;;;
DIALYSE_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1110;2;;;
DIALYSE_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2500;6.09;;;
DIALYSE_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4100;0.17;;;
DIALYSE_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;1.86;;;
DIALYSE_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NCINF;7.55;;;
DIALYSE_P;2023;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;M1110;0.1;;0;1
DIALYSE_P;2023;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;NCINF;1.86;5;;
DIALYSE_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M1110;1.03;;0;0
DIALYSE_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2500;4.92;;;
DIALYSE_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;5.71;;;
DIALYSE_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NCINF;11.57;;;
DIALYSE_P;2023;060010949;AGAHTIR UDM ANTIBES;060790540;M1110;0;4;0;1
DIALYSE_P;2023;060010949;AGAHTIR UDM ANTIBES;060790540;N4100;0.15;3;;
DIALYSE_P;2023;060010949;AGAHTIR UDM ANTIBES;060790540;NAUT;3.55;0;;
DIALYSE_P;2023;060010949;AGAHTIR UDM ANTIBES;060790540;NCINF;9.8;1;;
DIALYSE_P;2023;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;M1110;0.22;2;0;0
DIALYSE_P;2023;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;N4100;0.48;;;
DIALYSE_P;2023;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NAUT;0.56;;;
DIALYSE_P;2023;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NCINF;4.78;;;
DIALYSE_P;2023;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;M1110;0.16;2;0;0
DIALYSE_P;2023;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N2500;4;;;
DIALYSE_P;2023;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N4100;2.18;;;
DIALYSE_P;2023;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NAUT;4.3;;;
DIALYSE_P;2023;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NCINF;22.9;;;
DIALYSE_P;2023;060025285;UAD VALLEE DE LA VESUBIE;750060402;M1110;0.01;1;0;0
DIALYSE_P;2023;060025285;UAD VALLEE DE LA VESUBIE;750060402;NAUT;0.32;4;;
DIALYSE_P;2023;060025285;UAD VALLEE DE LA VESUBIE;750060402;NCINF;0.75;1;;
DIALYSE_P;2023;060025681;CTRE NEPHRO CAGNES POLE SANTE ST JEAN;920033636;M1110;0;4;0;1
DIALYSE_P;2023;060025681;CTRE NEPHRO CAGNES POLE SANTE ST JEAN;920033636;N4100;0.05;3;;
DIALYSE_P;2023;060025681;CTRE NEPHRO CAGNES POLE SANTE ST JEAN;920033636;NAUT;1.55;0;;
DIALYSE_P;2023;060025681;CTRE NEPHRO CAGNES POLE SANTE ST JEAN;920033636;NCINF;2.7;1;;
DIALYSE_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1110;2.29;;0;1
DIALYSE_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;10.66;;;
DIALYSE_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;4.4;;;
